DateID,Date,Year,Month,MonthName,Quarter,DayOfWeek,DayName
163,2016-12-06,2016,12,December,4,1,Tuesday
164,2016-06-05,2016,6,June,2,6,Sunday
165,2015-05-08,2015,5,May,2,4,Friday
166,2016-07-02,2016,7,July,3,5,Saturday
167,2014-09-01,2014,9,September,3,0,Monday
168,2014-05-04,2014,5,May,2,6,Sunday
169,2014-03-10,2014,3,March,1,0,Monday
170,2017-09-09,2017,9,September,3,5,Saturday
171,2016-12-04,2016,12,December,4,6,Sunday
172,2014-08-11,2014,8,August,3,0,Monday
173,2014-12-12,2014,12,December,4,4,Friday
174,2015-07-04,2015,7,July,3,5,Saturday
175,2017-03-10,2017,3,March,1,4,Friday
176,2017-07-07,2017,7,July,3,4,Friday
177,2016-05-02,2016,5,May,2,0,Monday
178,2017-07-03,2017,7,July,3,0,Monday
179,2017-02-03,2017,2,February,1,4,Friday
180,2017-03-03,2017,3,March,1,4,Friday
181,2017-10-09,2017,10,October,4,0,Monday
182,2017-06-02,2017,6,June,2,4,Friday
183,2014-05-06,2014,5,May,2,1,Tuesday
184,2017-04-02,2017,4,April,2,6,Sunday
185,2017-01-02,2017,1,January,1,0,Monday
186,2014-10-03,2014,10,October,4,4,Friday
187,2017-05-04,2017,5,May,2,3,Thursday
188,2016-05-05,2016,5,May,2,3,Thursday
189,2017-11-10,2017,11,November,4,4,Friday
190,2017-03-07,2017,3,March,1,1,Tuesday
191,2014-04-01,2014,4,April,2,1,Tuesday
192,2014-08-04,2014,8,August,3,0,Monday
193,2016-02-05,2016,2,February,1,4,Friday
194,2016-11-01,2016,11,November,4,1,Tuesday
195,2016-09-02,2016,9,September,3,4,Friday
196,2016-07-09,2016,7,July,3,5,Saturday
197,2017-04-12,2017,4,April,2,2,Wednesday
198,2017-08-05,2017,8,August,3,5,Saturday
199,2015-10-01,2015,10,October,4,3,Thursday
200,2015-05-01,2015,5,May,2,4,Friday
201,2017-06-12,2017,6,June,2,0,Monday
202,2015-12-01,2015,12,December,4,1,Tuesday
203,2017-07-11,2017,7,July,3,1,Tuesday
204,2016-12-02,2016,12,December,4,4,Friday
205,2015-11-03,2015,11,November,4,1,Tuesday
206,2017-09-04,2017,9,September,3,0,Monday
207,2015-08-01,2015,8,August,3,5,Saturday
208,2017-09-12,2017,9,September,3,1,Tuesday
209,2014-02-03,2014,2,February,1,0,Monday
210,2017-02-11,2017,2,February,1,5,Saturday
211,2017-02-10,2017,2,February,1,4,Friday
212,2014-03-11,2014,3,March,1,1,Tuesday
213,2014-02-04,2014,2,February,1,1,Tuesday
214,2014-07-06,2014,7,July,3,6,Sunday
215,2014-05-03,2014,5,May,2,5,Saturday
216,2015-02-06,2015,2,February,1,4,Friday
217,2016-04-09,2016,4,April,2,5,Saturday
218,2014-04-04,2014,4,April,2,4,Friday
219,2017-09-05,2017,9,September,3,1,Tuesday
220,2015-11-09,2015,11,November,4,0,Monday
221,2014-03-04,2014,3,March,1,1,Tuesday
222,2017-06-11,2017,6,June,2,6,Sunday
223,2016-05-12,2016,5,May,2,3,Thursday
224,2017-05-08,2017,5,May,2,0,Monday
225,2016-05-08,2016,5,May,2,6,Sunday
226,2015-08-10,2015,8,August,3,0,Monday
227,2016-09-10,2016,9,September,3,5,Saturday
228,2015-11-01,2015,11,November,4,6,Sunday
229,2014-05-12,2014,5,May,2,0,Monday
230,2015-01-10,2015,1,January,1,5,Saturday
231,2015-12-11,2015,12,December,4,4,Friday
232,2014-09-07,2014,9,September,3,6,Sunday
233,2014-06-03,2014,6,June,2,1,Tuesday
234,2014-02-02,2014,2,February,1,6,Sunday
235,2017-09-08,2017,9,September,3,4,Friday
236,2017-10-07,2017,10,October,4,5,Saturday
237,2016-02-07,2016,2,February,1,6,Sunday
238,2014-06-06,2014,6,June,2,4,Friday
239,2017-12-02,2017,12,December,4,5,Saturday
240,2015-12-08,2015,12,December,4,1,Tuesday
241,2014-01-05,2014,1,January,1,6,Sunday
242,2015-09-05,2015,9,September,3,5,Saturday
243,2016-08-04,2016,8,August,3,3,Thursday
244,2017-03-02,2017,3,March,1,3,Thursday
245,2016-11-11,2016,11,November,4,4,Friday
246,2015-07-09,2015,7,July,3,3,Thursday
247,2014-12-01,2014,12,December,4,0,Monday
248,2014-12-08,2014,12,December,4,0,Monday
249,2016-08-08,2016,8,August,3,0,Monday
250,2016-02-11,2016,2,February,1,3,Thursday
251,2015-06-04,2015,6,June,2,3,Thursday
252,2016-02-08,2016,2,February,1,0,Monday
253,2015-11-05,2015,11,November,4,3,Thursday
254,2014-08-01,2014,8,August,3,4,Friday
255,2017-01-12,2017,1,January,1,3,Thursday
256,2017-05-12,2017,5,May,2,4,Friday
257,2014-11-12,2014,11,November,4,2,Wednesday
258,2014-06-04,2014,6,June,2,2,Wednesday
259,2016-03-10,2016,3,March,1,3,Thursday
260,2015-03-05,2015,3,March,1,3,Thursday
261,2017-10-03,2017,10,October,4,1,Tuesday
262,2015-11-08,2015,11,November,4,6,Sunday
263,2016-07-08,2016,7,July,3,4,Friday
264,2017-03-09,2017,3,March,1,3,Thursday
265,2016-06-09,2016,6,June,2,3,Thursday
266,2017-08-06,2017,8,August,3,6,Sunday
267,2017-05-06,2017,5,May,2,5,Saturday
268,2014-12-03,2014,12,December,4,2,Wednesday
269,2014-02-06,2014,2,February,1,3,Thursday
270,2017-04-11,2017,4,April,2,1,Tuesday
271,2017-08-03,2017,8,August,3,3,Thursday
272,2015-10-02,2015,10,October,4,4,Friday
273,2015-07-11,2015,7,July,3,5,Saturday
274,2017-11-07,2017,11,November,4,1,Tuesday
275,2016-01-07,2016,1,January,1,3,Thursday
276,2016-05-07,2016,5,May,2,5,Saturday
277,2017-08-10,2017,8,August,3,3,Thursday
278,2015-09-06,2015,9,September,3,6,Sunday
279,2017-02-06,2017,2,February,1,0,Monday
280,2015-03-06,2015,3,March,1,4,Friday
281,2017-06-01,2017,6,June,2,3,Thursday
282,2017-01-08,2017,1,January,1,6,Sunday
283,2015-08-06,2015,8,August,3,3,Thursday
284,2016-05-06,2016,5,May,2,4,Friday
285,2017-04-01,2017,4,April,2,5,Saturday
286,2015-06-07,2015,6,June,2,6,Sunday
287,2016-06-11,2016,6,June,2,5,Saturday
288,2016-11-05,2016,11,November,4,5,Saturday
289,2017-12-03,2017,12,December,4,6,Sunday
290,2015-07-02,2015,7,July,3,3,Thursday
291,2014-09-05,2014,9,September,3,4,Friday
292,2017-05-02,2017,5,May,2,1,Tuesday
293,2015-04-06,2015,4,April,2,0,Monday
294,2016-10-08,2016,10,October,4,5,Saturday
295,2017-11-01,2017,11,November,4,2,Wednesday
296,2016-03-04,2016,3,March,1,4,Friday
297,2015-07-05,2015,7,July,3,6,Sunday
298,2016-05-01,2016,5,May,2,6,Sunday
299,2015-11-12,2015,11,November,4,3,Thursday
300,2017-12-04,2017,12,December,4,0,Monday
301,2014-12-04,2014,12,December,4,3,Thursday
302,2014-12-06,2014,12,December,4,5,Saturday
303,2014-10-04,2014,10,October,4,5,Saturday
304,2014-07-02,2014,7,July,3,2,Wednesday
305,2017-08-07,2017,8,August,3,0,Monday
306,2015-12-04,2015,12,December,4,4,Friday
307,2014-06-08,2014,6,June,2,6,Sunday
308,2015-04-02,2015,4,April,2,3,Thursday
309,2016-10-09,2016,10,October,4,6,Sunday
310,2014-04-12,2014,4,April,2,5,Saturday
311,2015-05-12,2015,5,May,2,1,Tuesday
312,2017-04-08,2017,4,April,2,5,Saturday
313,2016-06-02,2016,6,June,2,3,Thursday
314,2017-08-12,2017,8,August,3,5,Saturday
315,2017-11-02,2017,11,November,4,3,Thursday
316,2016-01-04,2016,1,January,1,0,Monday
317,2015-09-12,2015,9,September,3,5,Saturday
318,2014-09-02,2014,9,September,3,1,Tuesday
319,2017-07-10,2017,7,July,3,0,Monday
320,2015-08-08,2015,8,August,3,5,Saturday
321,2015-05-07,2015,5,May,2,3,Thursday
322,2015-06-12,2015,6,June,2,4,Friday
323,2016-10-02,2016,10,October,4,6,Sunday
324,2017-03-11,2017,3,March,1,5,Saturday
325,2015-06-11,2015,6,June,2,3,Thursday
326,2017-10-06,2017,10,October,4,4,Friday
327,2016-01-03,2016,1,January,1,6,Sunday
328,2017-02-09,2017,2,February,1,3,Thursday
329,2016-03-03,2016,3,March,1,3,Thursday
330,2016-06-07,2016,6,June,2,1,Tuesday
331,2014-11-07,2014,11,November,4,4,Friday
332,2017-03-12,2017,3,March,1,6,Sunday
333,2015-07-10,2015,7,July,3,4,Friday
334,2014-11-10,2014,11,November,4,0,Monday
335,2016-01-09,2016,1,January,1,5,Saturday
336,2014-10-02,2014,10,October,4,3,Thursday
337,2017-09-01,2017,9,September,3,4,Friday
338,2016-02-01,2016,2,February,1,0,Monday
339,2014-10-11,2014,10,October,4,5,Saturday
340,2015-09-11,2015,9,September,3,4,Friday
341,2014-07-09,2014,7,July,3,2,Wednesday
342,2017-07-01,2017,7,July,3,5,Saturday
343,2016-08-06,2016,8,August,3,5,Saturday
344,2016-10-07,2016,10,October,4,4,Friday
345,2015-03-01,2015,3,March,1,6,Sunday
346,2014-04-07,2014,4,April,2,0,Monday
347,2016-08-09,2016,8,August,3,1,Tuesday
348,2015-04-10,2015,4,April,2,4,Friday
349,2016-07-03,2016,7,July,3,6,Sunday
350,2015-12-10,2015,12,December,4,3,Thursday
351,2017-05-03,2017,5,May,2,2,Wednesday
352,2015-03-12,2015,3,March,1,3,Thursday
353,2015-12-05,2015,12,December,4,5,Saturday
354,2017-03-06,2017,3,March,1,0,Monday
355,2014-08-06,2014,8,August,3,2,Wednesday
356,2014-04-11,2014,4,April,2,4,Friday
357,2015-05-03,2015,5,May,2,6,Sunday
358,2016-09-04,2016,9,September,3,6,Sunday
359,2017-03-05,2017,3,March,1,6,Sunday
360,2017-05-07,2017,5,May,2,6,Sunday
361,2014-04-08,2014,4,April,2,1,Tuesday
362,2017-06-06,2017,6,June,2,1,Tuesday
363,2017-05-01,2017,5,May,2,0,Monday
364,2015-01-03,2015,1,January,1,5,Saturday
365,2017-06-05,2017,6,June,2,0,Monday
366,2015-06-01,2015,6,June,2,0,Monday
367,2014-11-03,2014,11,November,4,0,Monday
368,2015-03-08,2015,3,March,1,6,Sunday
369,2017-08-11,2017,8,August,3,4,Friday
370,2016-12-12,2016,12,December,4,0,Monday
371,2015-05-02,2015,5,May,2,5,Saturday
372,2017-05-11,2017,5,May,2,3,Thursday
373,2016-07-01,2016,7,July,3,4,Friday
374,2015-07-08,2015,7,July,3,2,Wednesday
375,2014-05-05,2014,5,May,2,0,Monday
376,2015-01-05,2015,1,January,1,0,Monday
377,2017-07-05,2017,7,July,3,2,Wednesday
378,2016-04-04,2016,4,April,2,0,Monday
379,2016-10-04,2016,10,October,4,1,Tuesday
380,2014-07-07,2014,7,July,3,0,Monday
381,2016-05-03,2016,5,May,2,1,Tuesday
382,2016-07-04,2016,7,July,3,0,Monday
383,2015-08-07,2015,8,August,3,4,Friday
384,2014-11-02,2014,11,November,4,6,Sunday
385,2014-10-10,2014,10,October,4,4,Friday
386,2015-07-12,2015,7,July,3,6,Sunday
387,2015-06-09,2015,6,June,2,1,Tuesday
388,2015-08-02,2015,8,August,3,6,Sunday
389,2016-01-10,2016,1,January,1,6,Sunday
390,2015-10-10,2015,10,October,4,5,Saturday
391,2015-03-09,2015,3,March,1,0,Monday
392,2014-07-08,2014,7,July,3,1,Tuesday
393,2015-04-07,2015,4,April,2,1,Tuesday
394,2016-01-02,2016,1,January,1,5,Saturday
395,2017-01-06,2017,1,January,1,4,Friday
396,2014-03-07,2014,3,March,1,4,Friday
397,2014-09-03,2014,9,September,3,2,Wednesday
398,2015-09-08,2015,9,September,3,1,Tuesday
399,2016-04-03,2016,4,April,2,6,Sunday
400,2017-08-04,2017,8,August,3,4,Friday
401,2017-05-05,2017,5,May,2,4,Friday
402,2014-05-10,2014,5,May,2,5,Saturday
403,2015-01-12,2015,1,January,1,0,Monday
404,2016-08-02,2016,8,August,3,1,Tuesday
405,2017-01-03,2017,1,January,1,1,Tuesday
406,2014-12-07,2014,12,December,4,6,Sunday
407,2014-01-06,2014,1,January,1,0,Monday
408,2015-01-04,2015,1,January,1,6,Sunday
409,2017-10-08,2017,10,October,4,6,Sunday
410,2015-10-08,2015,10,October,4,3,Thursday
411,2017-10-04,2017,10,October,4,2,Wednesday
412,2016-02-02,2016,2,February,1,1,Tuesday
413,2014-02-11,2014,2,February,1,1,Tuesday
414,2014-04-02,2014,4,April,2,2,Wednesday
415,2016-02-03,2016,2,February,1,2,Wednesday
416,2015-08-11,2015,8,August,3,1,Tuesday
417,2014-11-08,2014,11,November,4,5,Saturday
418,2016-02-06,2016,2,February,1,5,Saturday
419,2014-05-02,2014,5,May,2,4,Friday
420,2014-09-10,2014,9,September,3,2,Wednesday
421,2015-08-05,2015,8,August,3,2,Wednesday
422,2014-10-05,2014,10,October,4,6,Sunday
423,2016-02-04,2016,2,February,1,3,Thursday
424,2014-03-02,2014,3,March,1,6,Sunday
425,2016-08-03,2016,8,August,3,2,Wednesday
426,2014-08-02,2014,8,August,3,5,Saturday
427,2017-04-04,2017,4,April,2,1,Tuesday
428,2016-10-06,2016,10,October,4,3,Thursday
429,2014-09-11,2014,9,September,3,3,Thursday
430,2015-03-07,2015,3,March,1,5,Saturday
431,2015-02-07,2015,2,February,1,5,Saturday
432,2015-06-05,2015,6,June,2,4,Friday
433,2014-05-07,2014,5,May,2,2,Wednesday
434,2017-02-05,2017,2,February,1,6,Sunday
435,2016-05-10,2016,5,May,2,1,Tuesday
436,2016-08-07,2016,8,August,3,6,Sunday
437,2014-09-06,2014,9,September,3,5,Saturday
438,2014-11-05,2014,11,November,4,2,Wednesday
439,2014-07-04,2014,7,July,3,4,Friday
440,2014-08-12,2014,8,August,3,1,Tuesday
441,2016-01-08,2016,1,January,1,4,Friday
442,2017-12-06,2017,12,December,4,2,Wednesday
443,2017-02-04,2017,2,February,1,5,Saturday
444,2015-01-09,2015,1,January,1,4,Friday
445,2016-08-01,2016,8,August,3,0,Monday
446,2014-10-09,2014,10,October,4,3,Thursday
447,2016-02-12,2016,2,February,1,4,Friday
448,2017-01-09,2017,1,January,1,0,Monday
449,2016-10-10,2016,10,October,4,0,Monday
450,2015-02-10,2015,2,February,1,1,Tuesday
451,2014-01-07,2014,1,January,1,1,Tuesday
452,2014-10-08,2014,10,October,4,2,Wednesday
453,2017-07-02,2017,7,July,3,6,Sunday
454,2015-01-06,2015,1,January,1,1,Tuesday
455,2014-01-03,2014,1,January,1,4,Friday
456,2017-11-08,2017,11,November,4,2,Wednesday
457,2016-03-09,2016,3,March,1,2,Wednesday
458,2015-05-10,2015,5,May,2,6,Sunday
459,2017-05-09,2017,5,May,2,1,Tuesday
460,2016-08-11,2016,8,August,3,3,Thursday
461,2017-04-06,2017,4,April,2,3,Thursday
462,2016-03-06,2016,3,March,1,6,Sunday
463,2014-03-05,2014,3,March,1,2,Wednesday
464,2016-04-02,2016,4,April,2,5,Saturday
465,2016-11-09,2016,11,November,4,2,Wednesday
466,2014-10-01,2014,10,October,4,2,Wednesday
467,2016-04-06,2016,4,April,2,2,Wednesday
468,2014-05-08,2014,5,May,2,3,Thursday
469,2016-02-09,2016,2,February,1,1,Tuesday
470,2017-10-10,2017,10,October,4,1,Tuesday
471,2017-07-12,2017,7,July,3,2,Wednesday
472,2015-06-08,2015,6,June,2,0,Monday
473,2014-02-08,2014,2,February,1,5,Saturday
474,2015-11-11,2015,11,November,4,2,Wednesday
475,2016-08-05,2016,8,August,3,4,Friday
476,2015-05-11,2015,5,May,2,0,Monday
477,2014-06-10,2014,6,June,2,1,Tuesday
478,2016-10-11,2016,10,October,4,1,Tuesday
479,2015-05-09,2015,5,May,2,5,Saturday
480,2014-11-06,2014,11,November,4,3,Thursday
481,2014-04-03,2014,4,April,2,3,Thursday
482,2016-06-03,2016,6,June,2,4,Friday
483,2015-04-12,2015,4,April,2,6,Sunday
