OrderID,CustomerID,OrderDate,Sales,Quantity,Profit,DateID
CA-2015-130890,JO-15280,2015-11-02,1038.84,5,51.942,51
CA-2015-144253,AS-10225,2015-05-04,26.8,2,12.864,52
CA-2014-111003,CR-12625,2014-06-01,45.48,3,20.9208,45
CA-2014-111003,CR-12625,2014-06-01,289.2,6,83.868,45
CA-2016-142902,BP-11185,2016-09-12,15.136,4,3.5948,53
CA-2016-142902,BP-11185,2016-09-12,466.768,2,52.5114,53
CA-2016-142902,BP-11185,2016-09-12,15.232,1,1.7136,53
CA-2016-142902,BP-11185,2016-09-12,6.264,3,2.0358,53
CA-2014-167850,AG-10525,2014-08-09,178.384,2,22.298,54
CA-2014-167850,AG-10525,2014-08-09,15.552,3,5.4432,54
CA-2014-164973,NM-18445,2014-11-04,135.882,1,24.1568,55
CA-2014-164973,NM-18445,2014-11-04,3991.98,2,1995.99,55
CA-2014-164973,NM-18445,2014-11-04,275.94,6,80.0226,55
CA-2014-164973,NM-18445,2014-11-04,360.0,4,129.6,55
CA-2014-164973,NM-18445,2014-11-04,43.57,1,13.071,55
CA-2017-153339,DJ-13510,2017-11-03,15.992,1,0.9995,56
CA-2015-137946,DB-13615,2015-09-01,4.752,1,1.6038,57
CA-2015-137946,DB-13615,2015-09-01,959.984,2,335.9944,57
CA-2015-137946,DB-13615,2015-09-01,14.368,4,4.49,57
CA-2014-129924,AC-10420,2014-07-12,7.712,2,2.7956,58
CA-2014-129924,AC-10420,2014-07-12,698.352,3,-17.4588,58
CA-2017-134306,TD-20995,2017-07-08,7.56,3,3.0996,59
CA-2017-134306,TD-20995,2017-07-08,24.56,2,11.5432,59
CA-2017-134306,TD-20995,2017-07-08,12.96,2,4.1472,59
CA-2016-129714,AB-10060,2016-09-01,6.79,1,2.3086,60
CA-2016-129714,AB-10060,2016-09-01,24.56,2,11.5432,60
CA-2016-129714,AB-10060,2016-09-01,3.048,1,1.0668,60
CA-2016-129714,AB-10060,2016-09-01,49.12,4,23.0864,60
CA-2016-129714,AB-10060,2016-09-01,4355.168,4,1415.4296,60
CA-2016-138520,JL-15505,2016-04-08,388.704,6,-4.8588,61
CA-2016-138520,JL-15505,2016-04-08,8.26,2,3.7996,61
CA-2016-138520,JL-15505,2016-04-08,17.04,4,6.9864,61
CA-2016-138520,JL-15505,2016-04-08,34.4,5,15.824,61
CA-2017-155698,VB-21745,2017-03-08,647.84,8,168.4384,62
CA-2017-155698,VB-21745,2017-03-08,20.7,2,9.936,62
CA-2015-122756,DK-13225,2015-12-03,482.34,4,-337.638,63
CA-2015-122756,DK-13225,2015-12-03,2.96,1,0.777,63
CA-2017-101798,MV-18190,2017-12-11,23.36,4,7.884,64
CA-2017-101798,MV-18190,2017-12-11,39.98,2,13.5932,64
US-2014-134971,BP-11095,2014-06-07,12.462,3,-20.5623,65
CA-2016-108987,AG-10675,2016-09-08,35.952,3,3.5952,66
CA-2016-108987,AG-10675,2016-09-08,2396.2656,4,-317.1528,66
CA-2016-108987,AG-10675,2016-09-08,131.136,4,-32.784,66
CA-2016-108987,AG-10675,2016-09-08,57.584,2,0.7198,66
CA-2017-117457,KH-16510,2017-12-08,179.95,5,37.7895,67
CA-2017-117457,KH-16510,2017-12-08,1199.976,3,434.9913,67
CA-2017-117457,KH-16510,2017-12-08,27.15,5,13.3035,67
CA-2017-117457,KH-16510,2017-12-08,1004.024,7,-112.9527,67
CA-2017-117457,KH-16510,2017-12-08,9.68,1,4.6464,67
CA-2017-117457,KH-16510,2017-12-08,28.35,9,13.608,67
CA-2017-117457,KH-16510,2017-12-08,55.98,1,27.4302,67
CA-2017-117457,KH-16510,2017-12-08,1336.829,13,31.4548,67
CA-2017-117457,KH-16510,2017-12-08,113.568,2,-18.4548,67
CA-2017-142636,KC-16675,2017-11-03,139.86,7,65.7342,56
CA-2017-142636,KC-16675,2017-11-03,307.136,4,26.8744,56
CA-2017-154816,VB-21745,2017-11-06,5.78,1,2.8322,18
CA-2017-110478,SP-20860,2017-03-04,9.32,4,2.7028,68
CA-2017-110478,SP-20860,2017-03-04,15.25,1,7.015,68
CA-2014-101476,SD-20485,2014-09-12,69.99,1,30.0957,69
CA-2017-152275,KH-16630,2017-10-01,6.672,6,0.5004,70
CA-2016-127369,DB-13060,2016-06-06,714.3,5,207.147,49
CA-2016-147375,PO-19180,2016-06-12,1007.979,3,43.1991,2
CA-2016-147375,PO-19180,2016-06-12,313.488,7,113.6394,2
CA-2016-115756,PK-19075,2016-09-05,12.22,1,3.666,28
CA-2016-115756,PK-19075,2016-09-05,194.94,3,23.3928,28
CA-2016-115756,PK-19075,2016-09-05,70.95,3,20.5755,28
CA-2016-115756,PK-19075,2016-09-05,91.36,4,42.0256,28
CA-2016-115756,PK-19075,2016-09-05,242.94,3,29.1528,28
CA-2016-115756,PK-19075,2016-09-05,22.05,7,10.584,28
CA-2016-166674,RB-19360,2016-04-01,59.52,3,15.4752,71
CA-2016-166674,RB-19360,2016-04-01,161.94,3,9.7164,71
CA-2016-166674,RB-19360,2016-04-01,263.88,6,71.2476,71
CA-2016-166674,RB-19360,2016-04-01,30.48,3,7.9248,71
CA-2016-166674,RB-19360,2016-04-01,9.84,3,2.8536,71
CA-2016-166674,RB-19360,2016-04-01,35.12,4,9.1312,71
US-2014-110674,SC-20095,2014-02-12,129.568,2,-24.294,72
CA-2014-144666,JP-15520,2014-11-09,340.92,3,3.4092,73
CA-2014-144666,JP-15520,2014-11-09,222.666,2,10.4784,73
CA-2014-144666,JP-15520,2014-11-09,703.968,4,87.996,73
CA-2014-144666,JP-15520,2014-11-09,92.52,6,24.9804,73
CA-2014-144666,JP-15520,2014-11-09,62.65,7,28.819,73
CA-2014-144666,JP-15520,2014-11-09,94.85,5,45.528,73
CA-2016-103891,KH-16690,2016-07-12,95.76,6,7.182,74
CA-2014-134677,XP-21865,2014-10-06,9.09,3,1.9089,75
CA-2017-140963,MT-18070,2017-06-10,29.6,2,14.8,76
CA-2017-140963,MT-18070,2017-06-10,514.165,5,-30.245,76
CA-2017-140963,MT-18070,2017-06-10,279.96,5,17.4975,76
CA-2014-133753,CW-11905,2014-06-09,7.992,1,0.5994,4
CA-2014-133753,CW-11905,2014-06-09,63.984,2,10.3974,4
CA-2014-133753,CW-11905,2014-06-09,70.368,2,6.1572,4
CA-2016-169166,SS-20590,2016-05-09,93.98,2,13.1572,77
CA-2017-134978,EB-13705,2017-11-12,15.92,5,5.373,44
US-2015-138303,MG-18145,2015-09-03,36.336,3,-7.2672,16
US-2015-138303,MG-18145,2015-09-03,666.248,1,-149.9058,16
US-2015-138303,MG-18145,2015-09-03,52.512,6,19.692,16
CA-2015-102848,KB-16240,2015-11-07,190.72,1,11.92,78
US-2017-129441,JC-15340,2017-09-07,47.94,3,2.397,79
CA-2016-126613,AA-10375,2016-07-10,16.768,2,1.4672,80
US-2017-122637,EP-13915,2017-09-03,42.616,7,-68.1856,81
CA-2015-147851,MP-17470,2015-12-03,10.752,4,3.36,63
CA-2015-134894,DK-12985,2015-12-07,152.94,3,41.2938,82
CA-2015-134894,DK-12985,2015-12-07,283.92,4,70.98,82
CA-2014-140795,BD-11500,2014-02-01,468.9,6,206.316,83
CA-2014-103849,PG-18895,2014-05-11,58.112,2,7.264,84
CA-2014-103849,PG-18895,2014-05-11,100.792,1,6.2995,84
CA-2014-103849,PG-18895,2014-05-11,66.112,4,-84.2928,84
CA-2017-112774,RC-19960,2017-09-11,34.504,1,6.0382,85
CA-2014-155852,AJ-10945,2014-03-03,19.456,4,3.4048,86
CA-2016-113243,OT-18730,2016-06-10,20.7,2,9.936,87
CA-2016-113243,OT-18730,2016-06-10,1335.68,4,-217.048,87
CA-2016-113243,OT-18730,2016-06-10,32.4,5,15.552,87
CA-2015-130736,JF-15490,2015-12-07,3.96,2,0.0,82
CA-2015-130736,JF-15490,2015-12-07,2.61,1,1.2006,82
CA-2017-137099,FP-14320,2017-12-07,374.376,3,46.797,88
CA-2017-156951,EB-13840,2017-10-01,91.84,8,45.0016,70
CA-2017-156951,EB-13840,2017-10-01,81.088,7,27.3672,70
CA-2017-156951,EB-13840,2017-10-01,19.44,3,9.3312,70
CA-2017-156951,EB-13840,2017-10-01,451.152,3,0.0,70
CA-2016-127250,SF-20200,2016-11-03,8.82,3,2.3814,22
CA-2015-132906,CC-12145,2015-09-10,51.52,4,1.5456,89
CA-2017-145233,DV-13465,2017-12-01,470.376,3,52.9173,39
CA-2017-145233,DV-13465,2017-12-01,105.584,2,9.2386,39
CA-2017-145233,DV-13465,2017-12-01,31.152,3,3.5046,39
CA-2017-145233,DV-13465,2017-12-01,6.783,7,-4.7481,39
CA-2017-145233,DV-13465,2017-12-01,406.368,4,30.4776,39
CA-2015-128139,BD-11725,2015-07-03,70.98,1,4.9686,90
CA-2015-128139,BD-11725,2015-07-03,294.93,3,144.5157,90
CA-2014-135405,MS-17830,2014-01-09,9.344,2,1.168,91
CA-2014-135405,MS-17830,2014-01-09,31.2,3,9.75,91
CA-2014-131450,LR-16915,2014-08-08,76.12,2,22.0748,92
CA-2014-131450,LR-16915,2014-08-08,1199.976,3,434.9913,92
CA-2014-131450,LR-16915,2014-08-08,445.96,5,55.745,92
CA-2014-131450,LR-16915,2014-08-08,327.76,8,91.7728,92
CA-2016-121223,GD-14590,2016-09-11,8.448,2,2.64,47
CA-2016-121223,GD-14590,2016-09-11,728.946,9,-157.9383,47
US-2016-135720,FM-14380,2016-12-11,243.384,3,-51.7191,11
US-2016-135720,FM-14380,2016-12-11,119.8,5,29.95,11
US-2016-135720,FM-14380,2016-12-11,300.768,4,30.0768,11
CA-2015-168004,DJ-13420,2015-10-04,392.94,3,43.2234,93
CA-2017-106103,SC-20305,2017-06-10,132.52,4,54.3332,76
CA-2016-103947,BB-10990,2016-04-01,31.56,5,9.8625,71
CA-2016-103947,BB-10990,2016-04-01,30.144,2,3.0144,71
CA-2016-160745,AR-10825,2016-12-11,14.8,4,6.068,11
CA-2016-160745,AR-10825,2016-12-11,302.376,3,22.6782,11
CA-2016-160745,AR-10825,2016-12-11,316.0,4,31.6,11
CA-2016-143308,RC-19825,2016-11-04,10.74,3,5.2626,94
CA-2017-132682,TH-21235,2017-06-08,23.76,3,2.079,48
CA-2017-132682,TH-21235,2017-06-08,85.056,3,28.7064,48
CA-2017-132682,TH-21235,2017-06-08,381.576,3,28.6182,48
US-2017-106663,MO-17800,2017-06-09,23.976,3,-14.3856,95
US-2017-106663,MO-17800,2017-06-09,108.925,1,-71.8905,95
US-2017-106663,MO-17800,2017-06-09,36.352,8,11.36,95
CA-2017-130351,RB-19570,2017-12-05,61.44,3,16.5888,96
CA-2017-130351,RB-19570,2017-12-05,38.9,5,17.505,96
CA-2017-130351,RB-19570,2017-12-05,99.39,3,40.7499,96
US-2017-168116,GT-14635,2017-11-04,7999.98,4,-3839.9904,97
US-2017-168116,GT-14635,2017-11-04,167.44,2,14.651,97
CA-2014-157784,MC-17845,2014-07-05,479.97,3,163.1898,98
CA-2014-157784,MC-17845,2014-07-05,14.62,2,6.8714,98
CA-2014-157784,MC-17845,2014-07-05,19.44,3,9.3312,98
CA-2017-114552,Dl-13600,2017-09-02,15.072,3,4.1448,99
CA-2016-163755,AS-10285,2016-11-04,209.88,3,35.6796,94
CA-2015-142027,JK-15370,2015-04-09,369.912,3,-13.8717,100
CA-2014-138527,BN-11470,2014-09-12,10.368,2,3.6288,69
CA-2014-138527,BN-11470,2014-09-12,166.84,5,18.7695,69
CA-2014-138527,BN-11470,2014-09-12,15.216,1,2.2824,69
CA-2014-112158,DP-13165,2014-12-02,119.96,4,52.7824,101
CA-2014-112158,DP-13165,2014-12-02,883.92,5,-110.49,101
CA-2014-112158,DP-13165,2014-12-02,46.72,8,15.768,101
CA-2014-113887,TH-21550,2014-04-05,55.48,1,26.6304,102
CA-2017-146136,AP-10915,2017-09-03,24.448,4,8.8624,81
CA-2014-153150,Dl-13600,2014-07-01,19.92,5,6.972,103
CA-2014-130092,SV-20365,2014-01-11,9.94,2,3.0814,104
CA-2014-104472,CK-12325,2014-06-02,59.808,3,19.4376,105
CA-2014-104472,CK-12325,2014-06-02,73.32,6,21.996,105
CA-2014-117429,MR-17545,2014-10-07,129.92,5,21.112,106
CA-2016-114713,SC-20695,2016-07-07,45.584,7,5.1282,107
US-2016-150861,EG-13900,2016-12-03,182.72,8,84.0512,108
US-2016-150861,EG-13900,2016-12-03,400.032,2,-153.3456,108
US-2016-150861,EG-13900,2016-12-03,33.63,3,10.089,108
US-2016-150861,EG-13900,2016-12-03,542.646,3,102.4998,108
US-2016-150861,EG-13900,2016-12-03,6.3,2,3.024,108
CA-2014-132500,GZ-14470,2014-09-08,49.98,2,8.4966,33
CA-2014-112326,PO-19195,2014-01-04,11.784,3,4.2717,109
CA-2014-112326,PO-19195,2014-01-04,272.736,3,-64.7748,109
CA-2014-112326,PO-19195,2014-01-04,3.54,2,-5.487,109
CA-2017-126074,RF-19735,2017-10-02,58.05,3,26.703,110
CA-2017-126074,RF-19735,2017-10-02,157.74,11,56.7864,110
CA-2017-126074,RF-19735,2017-10-02,56.98,7,22.792,110
CA-2017-126074,RF-19735,2017-10-02,2.88,1,1.4112,110
CA-2016-110499,YC-21895,2016-04-07,1199.976,3,374.9925,111
CA-2015-135272,MS-17830,2015-12-07,79.92,4,28.7712,82
CA-2017-126046,JC-16105,2017-11-03,12.39,3,5.6994,56
CA-2015-114923,LH-17020,2015-02-08,107.982,3,-26.9955,112
US-2015-157014,BM-11785,2015-10-03,32.07,5,-22.449,113
US-2015-157014,BM-11785,2015-10-03,24.0,2,-2.7,113
US-2015-157014,BM-11785,2015-10-03,35.49,1,-15.6156,113
US-2015-157014,BM-11785,2015-10-03,47.984,2,0.5998,113
CA-2015-154620,LT-17110,2015-12-12,348.928,2,34.8928,114
CA-2016-115504,MC-18130,2016-03-12,12.96,2,6.2208,115
CA-2014-134313,RA-19915,2014-11-01,43.176,3,4.3176,116
CA-2014-134313,RA-19915,2014-11-01,1983.968,4,247.996,116
CA-2015-140921,AA-10375,2015-02-03,28.4,2,11.076,117
CA-2015-140921,AA-10375,2015-02-03,149.97,3,50.9898,117
US-2014-102071,PG-18820,2014-05-09,67.8,4,4.068,118
US-2014-102071,PG-18820,2014-05-09,167.97,3,40.3128,118
US-2014-115987,LH-17020,2014-09-08,51.184,4,-79.3352,33
US-2017-156083,JL-15175,2017-11-04,9.664,2,3.2616,97
US-2016-137547,EB-13705,2016-03-07,21.072,3,1.5804,119
CA-2016-161669,EM-14095,2016-11-07,37.44,4,11.7,32
CA-2016-161669,EM-14095,2016-11-07,26.976,4,8.7672,32
CA-2016-161669,EM-14095,2016-11-07,11.36,2,3.2944,32
CA-2016-161669,EM-14095,2016-11-07,14.62,2,6.8714,32
CA-2017-107503,GA-14725,2017-01-01,48.896,4,8.5568,120
CA-2014-107755,CK-12760,2014-02-07,115.36,7,49.6048,121
CA-2014-125612,BK-11260,2014-08-03,39.96,2,18.7812,37
CA-2014-125612,BK-11260,2014-08-03,102.3,10,26.598,37
CA-2014-125612,BK-11260,2014-08-03,21.36,2,5.7672,37
CA-2017-161984,SJ-20125,2017-04-10,7.61,1,3.5767,122
CA-2017-161984,SJ-20125,2017-04-10,7.16,2,3.58,122
CA-2014-133851,CM-12445,2014-06-09,7.36,2,0.1472,4
CA-2014-133851,CM-12445,2014-06-09,23.1,2,10.626,4
CA-2016-134474,AJ-10795,2016-01-05,191.472,6,40.6878,123
CA-2016-134474,AJ-10795,2016-01-05,5.248,2,0.5904,123
CA-2016-134474,AJ-10795,2016-01-05,59.184,2,5.1786,123
CA-2014-149020,AJ-10780,2014-01-10,2.89,1,1.3583,124
CA-2014-149020,AJ-10780,2014-01-10,51.94,1,21.2954,124
CA-2014-136742,GP-14740,2014-04-06,44.91,6,-35.928,125
CA-2016-158099,PK-18910,2016-09-03,1141.47,5,-760.98,126
CA-2016-158099,PK-18910,2016-09-03,280.782,3,-46.797,126
CA-2014-148488,SM-20005,2014-12-10,11.36,2,5.2256,127
CA-2014-148488,SM-20005,2014-12-10,106.344,7,37.2204,127
CA-2015-129098,DK-13090,2015-10-09,30.84,2,8.3268,128
CA-2014-104976,CK-12760,2014-12-09,34.68,6,16.9932,129
CA-2016-105494,PC-18745,2016-11-10,155.82,7,42.0714,130
CA-2016-105494,PC-18745,2016-11-10,70.008,3,24.5028,130
CA-2016-140634,HL-15040,2016-10-03,15.648,2,5.0856,131
CA-2014-144407,MS-17365,2014-09-09,103.6,7,51.8,132
US-2016-114622,JR-16210,2016-04-10,8.904,2,-6.5296,133
CA-2017-150959,TD-20995,2017-11-11,10.44,5,3.393,134
CA-2017-150959,TD-20995,2017-11-11,18.336,4,-32.088,134
CA-2016-130477,LC-17140,2016-04-08,20.04,3,9.6192,61
CA-2016-130477,LC-17140,2016-04-08,64.96,2,2.5984,61
CA-2016-130477,LC-17140,2016-04-08,12.96,2,6.2208,61
CA-2017-137596,BE-11335,2017-09-02,1199.8,4,323.946,99
CA-2017-137596,BE-11335,2017-09-02,1928.78,7,829.3754,99
CA-2017-137596,BE-11335,2017-09-02,352.38,2,81.0474,99
CA-2016-165218,RW-19630,2016-03-05,149.352,3,50.4063,135
CA-2016-165218,RW-19630,2016-03-05,12.992,1,-0.812,135
CA-2014-138296,RC-19825,2014-12-05,24.56,2,6.8768,12
CA-2015-111164,SE-20110,2015-04-11,85.14,3,34.9074,136
CA-2015-111164,SE-20110,2015-04-11,21.99,1,10.5552,136
CA-2015-111164,SE-20110,2015-04-11,406.6,5,113.848,136
CA-2015-115091,JJ-15760,2015-10-05,46.2,4,12.936,137
CA-2015-115091,JJ-15760,2015-10-05,28.84,2,9.5172,137
CA-2017-114216,RK-19300,2017-09-02,12.192,3,4.1148,99
US-2017-111745,RA-19885,2017-11-05,159.99,1,54.3966,25
CA-2017-131156,KH-16360,2017-04-03,25.472,4,7.6416,138
CA-2016-120859,CV-12805,2016-09-01,21.88,2,10.94,60
CA-2017-135279,BS-11800,2017-04-09,9.82,2,4.8118,139
CA-2017-135279,BS-11800,2017-04-09,35.97,3,9.7119,139
CA-2017-135279,BS-11800,2017-04-09,12.96,2,6.2208,139
CA-2017-135279,BS-11800,2017-04-09,191.6,4,91.968,139
CA-2017-135279,BS-11800,2017-04-09,8.64,3,4.2336,139
CA-2017-135279,BS-11800,2017-04-09,501.81,3,0.0,139
US-2017-103247,PO-19195,2017-10-05,160.93,7,3.2186,140
US-2017-103247,PO-19195,2017-10-05,75.792,3,25.5798,140
